spatial_id,atm,atm,atm,bakery,bakery,bakery,bakery,bakery,bank,bank,bank,beauty_salon,beauty_salon,beauty_salon,beauty_salon,beauty_salon,book_store,book_store,book_store,bus_station,bus_station,bus_station,cafe,cafe,cafe,cafe,cafe,clothing_store,clothing_store,clothing_store,clothing_store,clothing_store,convenience_store,convenience_store,convenience_store,convenience_store,convenience_store,dentist,dentist,dentist,department_store,department_store,department_store,doctor,doctor,doctor,electronics_store,electronics_store,electronics_store,florist,florist,florist,furniture_store,furniture_store,furniture_store,gym,gym,gym,hair_care,hair_care,hair_care,hair_care,hair_care,hardware_store,hardware_store,hardware_store,home_goods_store,home_goods_store,home_goods_store,home_goods_store,home_goods_store,hospital,hospital,hospital,laundry,laundry,laundry,library,library,library,liquor_store,liquor_store,liquor_store,meal_takeaway,meal_takeaway,meal_takeaway,meal_takeaway,meal_takeaway,park,park,park,park,park,pet_store,pet_store,pet_store,pharmacy,pharmacy,pharmacy,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,school,school,school,shoe_store,shoe_store,shoe_store,shopping_mall,shopping_mall,shopping_mall,store,store,store,store,store,supermarket,supermarket,supermarket,supermarket,supermarket,train_station
060770013003,12,15,21,3,4,7,9,19,21,21,41,14,21,21,21,31,2,6,26,18,22,28,2,22,28,41,41,4,5,12,35,42,3,3,14,17,49,6,6,6,13,16,33,13,13,14,4,4,5,2,10,10,4,10,12,2,10,14,4,6,17,30,30,9,14,23,14,14,15,15,22,4,4,4,3,5,39,4,8,42,9,13,25,2,2,12,33,34,4,5,33,35,39,7,18,19,5,5,5,15,16,16,20,20,20,21,22,28,28,11,14,15,15,16,33,13,22,26,20,20,21,21,28,2,2,5,12,27,14
060770013004,12,13,23,6,9,9,10,24,2,23,39,8,10,12,18,31,1,9,24,16,18,25,2,4,24,25,38,3,5,10,13,36,1,2,2,12,47,3,3,3,11,14,31,10,10,10,2,2,7,4,12,12,2,10,10,1,8,11,1,7,10,13,28,11,19,25,11,12,12,13,20,4,5,5,1,2,3,7,10,39,2,10,22,2,2,2,14,30,4,15,17,30,32,7,15,16,2,2,2,11,12,14,14,15,16,17,18,21,21,8,10,13,10,14,31,10,10,24,17,17,19,19,25,4,4,10,10,24,11
060770014001,16,17,20,8,8,9,16,22,9,22,22,18,23,23,33,40,9,9,10,24,24,26,9,10,22,23,47,11,17,18,19,33,11,11,17,20,21,11,11,11,15,18,35,15,15,15,11,13,13,7,9,9,18,20,30,4,7,9,10,10,11,16,30,10,16,23,16,16,17,19,24,6,6,6,8,12,52,7,10,48,16,25,32,9,10,18,40,50,8,10,12,27,45,14,18,20,11,11,11,18,18,18,22,23,23,24,24,27,30,15,17,17,14,18,18,18,19,32,22,22,22,23,23,7,8,12,15,29,16
060770014002,15,16,17,7,10,10,21,25,8,18,21,11,17,18,19,39,8,8,32,20,23,24,9,18,19,41,48,12,14,15,18,30,10,11,14,17,19,10,10,10,14,15,33,14,14,14,4,10,12,6,7,7,8,17,19,7,9,10,9,9,12,14,15,7,15,19,15,16,19,21,26,5,5,6,7,11,49,7,12,47,11,12,29,8,17,39,39,48,7,9,12,27,44,13,15,16,11,11,11,17,18,20,22,23,24,25,26,26,26,14,16,17,13,14,15,14,18,32,21,21,21,21,21,7,7,11,12,26,15
060770014003,13,14,16,4,8,13,18,18,6,18,20,13,16,22,22,39,6,7,8,20,23,25,7,7,20,21,27,9,9,11,17,17,3,8,10,16,18,10,10,10,14,17,34,14,14,15,9,10,47,5,9,9,6,16,17,7,7,12,7,7,9,13,29,9,18,22,15,15,15,22,23,5,5,5,6,44,51,5,8,47,14,23,27,6,15,16,39,49,10,12,15,26,46,11,17,19,8,8,8,17,17,17,20,20,21,22,22,23,23,15,16,16,17,17,17,17,22,31,20,20,22,22,29,5,5,9,14,27,15
060770014004,15,16,18,5,6,9,12,20,4,17,22,15,18,22,24,41,4,5,6,21,25,31,6,22,23,48,52,7,15,34,42,45,6,6,6,17,51,12,12,12,16,19,36,16,16,17,8,9,49,3,10,10,8,11,16,5,7,12,7,9,12,18,31,12,17,24,17,17,18,18,25,7,7,7,4,46,53,3,7,49,8,16,18,4,7,15,17,51,7,9,14,38,46,10,19,21,8,8,8,18,19,19,22,22,23,24,25,30,30,14,17,18,15,19,36,20,24,33,22,22,24,24,31,4,4,8,16,30,17
060770015001,12,12,12,6,7,11,16,26,14,26,39,9,10,13,15,16,14,14,34,21,22,27,13,14,17,21,44,9,9,10,13,29,7,8,9,14,15,14,14,14,13,17,31,15,15,15,4,5,17,7,11,11,5,15,22,11,13,13,11,11,14,14,14,7,15,24,14,16,17,17,29,9,9,11,12,14,47,19,21,50,7,15,21,10,13,13,41,50,13,14,16,28,49,10,12,13,14,14,49,17,21,23,23,24,25,27,27,29,30,12,18,18,12,12,17,15,19,21,19,19,23,23,25,10,11,11,16,21,15
060770015003,7,8,15,10,11,16,19,23,10,12,35,7,7,9,11,17,16,17,17,17,18,21,12,13,17,23,40,4,6,10,13,25,2,3,8,10,21,10,10,10,9,13,27,11,11,11,3,13,13,10,14,14,10,11,17,12,14,14,4,9,9,12,12,15,16,23,11,11,12,13,13,7,10,12,10,11,13,14,22,25,2,9,10,3,9,9,11,44,1,21,24,34,45,6,7,9,10,10,44,16,19,19,21,21,21,22,23,24,24,10,14,14,7,8,12,15,17,17,15,19,19,19,21,4,12,14,14,23,11
060770015004,11,16,26,4,4,13,13,21,10,21,39,12,13,16,17,38,9,16,31,19,20,22,15,16,38,45,46,9,10,11,11,12,3,8,9,10,10,9,9,9,13,14,31,13,13,13,0,8,11,4,4,7,8,18,19,7,9,9,9,10,10,11,12,2,17,20,15,17,18,19,25,4,4,5,8,9,12,8,12,46,7,10,20,8,8,9,11,17,7,12,26,32,43,12,13,14,10,10,10,15,18,22,22,23,23,24,24,25,25,14,15,16,12,12,12,12,17,18,19,19,20,20,20,7,7,10,11,23,14
060770016001,5,13,31,12,13,14,16,24,11,12,33,4,5,7,7,10,14,15,20,14,16,19,11,14,25,36,43,5,11,13,17,23,2,13,17,36,36,10,10,10,7,11,23,9,9,12,11,16,34,14,17,20,3,16,30,8,12,17,10,11,12,12,13,6,14,22,8,9,10,11,25,11,11,14,4,10,17,10,22,25,13,14,36,5,5,10,12,42,7,7,10,17,41,4,5,7,11,11,42,8,13,17,17,18,18,20,21,22,22,8,12,20,5,5,23,12,14,14,11,16,17,17,19,2,13,18,18,20,9
060770016002,9,11,28,1,4,7,13,13,7,7,16,1,1,3,4,4,12,16,21,8,11,16,1,8,10,15,21,2,4,9,9,36,2,2,2,12,25,11,11,11,4,7,20,6,6,9,7,8,14,10,10,18,1,8,9,3,15,16,4,4,8,13,14,4,20,28,3,6,6,7,21,6,10,13,7,20,33,7,10,19,6,9,18,1,2,14,33,39,7,8,8,36,38,2,4,9,10,12,38,13,15,15,15,15,15,16,16,18,19,5,9,17,1,2,20,9,11,11,8,10,13,13,16,4,4,10,14,14,6
060770017003,16,18,35,11,13,16,16,27,8,12,14,5,11,13,16,19,15,21,33,18,18,22,15,15,26,34,47,3,3,13,27,41,3,5,12,15,24,11,11,11,11,15,21,13,13,16,12,12,49,15,18,19,5,20,34,10,18,21,1,12,13,13,14,11,14,28,10,11,11,14,15,10,12,12,12,15,23,12,12,20,18,25,32,9,11,13,40,46,7,11,16,22,23,3,4,11,12,46,46,19,21,22,22,22,23,24,25,26,26,16,24,35,9,9,21,9,19,19,15,21,21,23,23,5,14,19,19,24,13
060770018001,7,12,22,5,9,16,18,19,7,13,22,6,8,9,10,11,21,26,30,16,16,21,14,14,16,18,32,7,7,19,25,38,2,3,9,10,38,16,17,17,9,12,19,11,11,11,11,20,29,7,16,20,10,13,38,4,8,26,10,14,16,17,19,9,26,NA,10,12,21,21,25,11,14,18,2,12,20,9,15,20,9,11,15,2,7,14,38,44,10,12,14,16,21,5,7,9,7,18,44,16,18,19,20,20,20,20,21,21,22,10,13,16,6,6,8,15,17,17,13,16,17,18,19,10,10,10,21,24,11
060770018002,11,12,28,2,9,17,17,18,11,17,20,5,5,7,7,9,19,23,29,12,15,16,14,17,25,32,34,2,5,6,6,13,1,6,11,12,16,14,15,15,7,11,19,9,9,10,7,16,19,6,13,21,2,6,13,8,8,10,5,6,14,17,18,5,24,NA,5,10,10,10,11,9,14,16,12,14,20,7,8,14,10,14,36,2,6,13,37,42,11,14,19,27,41,2,6,7,6,17,42,16,17,17,18,18,20,20,21,22,23,8,13,31,5,6,19,13,15,15,12,16,16,18,19,5,6,9,21,21,10
060770019001,1,11,14,7,10,11,14,21,8,8,21,6,8,10,10,11,18,21,24,6,10,10,11,12,12,14,20,8,14,19,20,23,10,14,16,17,21,7,9,9,7,10,14,10,10,11,14,14,26,12,16,16,8,8,13,6,12,15,8,11,16,29,30,7,9,15,2,3,6,10,13,8,10,14,2,8,12,1,2,15,5,13,17,8,8,8,14,29,2,9,11,15,17,7,8,12,11,11,17,11,12,13,14,15,16,16,16,17,17,9,16,17,1,8,12,8,12,15,7,11,11,11,14,5,10,11,14,15,9
060770019002,9,9,11,5,6,12,12,13,9,13,22,6,6,8,10,11,19,26,27,7,15,15,9,11,13,14,20,7,8,9,9,22,12,14,17,21,22,13,16,16,6,9,16,9,9,9,6,11,17,10,11,16,6,8,11,5,13,19,5,5,10,13,15,7,11,28,1,4,9,16,18,7,9,17,6,8,13,2,4,10,12,14,20,6,6,7,16,31,4,10,11,16,18,5,6,9,8,17,18,13,13,14,14,14,15,16,18,19,19,10,17,22,2,6,7,10,14,14,7,11,12,12,14,6,6,8,9,14,8
060770019003,3,7,15,5,7,8,10,19,9,11,19,4,8,9,10,18,15,19,22,5,11,12,7,8,9,10,19,7,7,17,20,27,3,13,14,15,15,8,14,27,6,7,17,8,8,8,11,14,27,9,14,15,4,5,7,5,9,14,8,8,10,12,28,5,10,13,2,4,4,13,18,7,12,14,6,13,14,0,15,16,3,9,14,7,8,10,17,27,4,11,12,14,15,6,8,13,11,12,16,10,10,10,10,11,12,13,14,15,15,6,17,19,2,7,7,8,9,12,4,9,10,10,12,4,8,9,10,11,7
060770019004,3,8,14,8,10,11,14,14,6,13,14,10,11,12,12,13,22,25,27,6,7,13,6,9,14,14,24,14,15,15,16,21,8,8,8,14,15,14,15,15,8,12,14,9,14,14,15,18,19,10,13,16,9,12,12,12,15,16,12,13,15,19,27,13,16,24,3,9,12,12,12,7,9,16,10,11,15,8,10,13,6,9,16,10,14,14,15,27,10,14,15,15,17,12,18,21,5,15,15,3,8,8,10,11,12,13,14,14,14,7,12,12,12,14,16,15,15,19,7,7,8,9,10,7,11,12,13,17,14
060770020001,13,15,16,6,13,14,17,21,13,16,18,11,11,14,15,15,25,31,31,9,13,14,13,16,18,22,23,11,14,19,23,26,6,8,11,11,17,11,20,21,10,12,13,13,13,13,13,22,22,14,17,20,12,12,16,12,18,23,6,11,16,17,23,11,15,NA,4,12,15,21,25,12,13,20,11,13,14,5,6,14,3,16,16,6,12,13,19,34,10,13,14,20,21,9,10,11,11,22,24,9,10,15,17,17,18,18,21,21,22,14,21,22,6,11,14,15,17,17,11,12,12,16,19,3,13,14,18,20,12
060770020002,4,14,25,7,12,12,16,18,10,13,17,2,11,11,12,14,23,31,31,8,8,13,13,15,16,23,31,7,9,22,25,34,8,10,11,17,24,9,11,11,10,12,13,13,13,13,11,13,23,14,20,29,10,14,16,14,17,20,13,14,16,17,34,13,17,30,5,6,8,12,20,11,16,21,15,17,18,4,6,13,4,16,17,11,11,19,34,34,17,18,20,22,24,9,11,12,13,20,22,13,18,18,19,20,21,21,21,22,22,10,11,14,5,11,14,15,17,17,11,13,16,18,18,2,13,14,17,20,12
060770020003,15,17,18,4,10,14,15,18,8,15,16,6,6,11,11,14,20,25,29,7,12,12,11,12,16,17,24,8,13,13,24,25,9,10,17,18,19,11,13,13,8,12,15,9,15,15,13,24,26,17,19,25,3,17,20,4,16,22,4,10,15,16,31,15,15,19,10,14,15,16,18,12,13,23,14,17,20,6,8,12,6,11,15,12,13,13,15,30,9,17,18,19,20,11,13,14,10,20,21,7,12,13,14,14,15,16,17,17,18,13,13,17,13,15,16,13,17,19,10,11,11,13,16,10,12,15,16,16,14
060770021001,9,10,12,4,12,12,15,15,6,9,9,11,12,13,14,16,27,28,29,4,9,15,3,12,13,18,19,15,16,17,17,20,3,4,11,13,17,17,17,18,5,15,17,11,11,15,10,17,22,12,13,16,13,15,19,14,14,16,14,14,16,17,17,13,15,16,12,12,13,14,15,2,12,18,6,16,17,13,14,15,8,13,19,12,13,16,17,17,8,12,14,15,20,15,19,22,2,16,16,3,11,11,11,12,13,15,16,16,16,4,6,8,16,17,17,17,18,21,9,10,10,12,12,8,10,10,13,16,14
060770021002,12,13,17,3,13,13,16,17,7,10,15,14,16,17,18,18,28,29,29,7,10,11,1,13,16,19,26,2,14,17,18,21,3,8,17,17,17,20,20,20,2,16,18,12,12,16,8,16,21,13,14,16,13,15,17,15,19,20,12,15,17,18,19,15,15,28,12,14,15,15,15,5,13,19,4,18,18,14,15,16,14,17,19,16,17,18,20,30,15,16,18,20,21,16,20,23,4,16,23,4,12,12,13,14,14,16,17,17,18,7,14,15,17,18,18,18,19,22,8,12,12,13,13,3,11,11,14,17,17
060770022011,5,6,8,9,10,11,14,14,6,7,10,3,8,8,8,10,21,24,25,2,3,6,9,12,12,14,15,2,9,11,15,19,6,8,8,13,14,10,12,12,11,12,14,12,13,15,10,11,11,9,10,13,9,9,10,12,12,13,8,9,10,13,14,4,8,12,4,9,9,10,10,9,10,15,9,10,14,9,12,14,10,13,16,9,10,12,15,16,1,3,9,12,12,12,18,25,8,11,14,8,9,9,9,9,9,10,10,12,13,3,4,13,11,14,15,14,15,18,1,2,4,7,8,2,2,11,12,13,11
060770022012,4,4,5,7,8,9,10,12,4,4,8,4,5,5,5,8,19,22,23,2,2,2,7,10,11,12,13,4,6,10,10,15,4,5,5,6,6,8,10,10,10,10,12,6,9,12,8,10,10,7,8,11,7,7,7,10,10,11,5,7,8,11,12,6,6,10,5,6,7,8,8,7,9,12,5,7,10,8,10,12,5,6,7,7,8,10,12,12,2,4,6,8,12,10,16,23,6,9,12,4,4,4,6,6,6,6,7,7,7,0,4,4,10,11,13,12,13,14,3,3,4,4,5,3,4,10,10,10,9
060770022021,2,7,7,8,8,9,11,14,4,5,6,7,7,7,9,9,21,24,24,2,2,7,8,8,9,12,14,7,9,11,11,15,3,6,11,12,13,10,11,11,8,11,13,7,7,11,8,14,15,8,9,12,6,8,8,11,11,13,7,9,10,11,12,5,10,11,6,9,9,9,16,6,8,13,6,10,12,6,9,12,5,6,13,8,9,11,13,16,6,8,8,11,13,11,15,22,4,6,15,2,2,3,4,7,7,8,8,9,10,5,6,6,8,10,13,14,15,18,5,5,6,8,8,6,7,8,10,12,11
060770022022,5,11,14,7,12,15,17,17,5,5,7,5,11,11,13,13,25,28,28,10,10,15,8,12,14,18,18,5,7,14,16,17,2,10,15,16,17,14,15,15,7,15,17,16,16,18,15,15,17,12,13,16,12,13,16,15,16,18,11,12,13,16,17,9,11,15,12,13,13,16,20,7,12,17,7,14,17,5,13,17,9,11,16,12,13,15,16,17,6,12,13,14,15,15,20,25,7,7,7,2,5,10,11,11,12,12,12,12,13,2,14,21,17,18,18,18,19,22,8,8,9,10,10,5,6,7,13,16,15
060770022023,8,9,9,9,11,13,15,15,6,7,9,3,9,9,9,11,23,26,26,9,9,13,10,11,13,14,16,3,10,13,13,16,8,9,13,14,15,12,13,13,10,14,15,12,13,16,13,14,15,10,11,14,10,10,14,13,14,16,9,11,11,14,15,3,10,13,3,8,10,14,20,9,10,15,11,12,15,8,13,15,8,11,15,10,11,13,16,17,3,4,6,11,15,13,19,26,9,9,11,8,9,10,10,10,11,12,14,14,15,5,14,20,10,16,17,16,17,18,3,3,8,10,10,3,4,10,13,14,13
060770023001,8,8,10,2,4,7,9,13,4,8,13,1,2,2,5,9,16,17,20,7,8,9,3,7,11,11,13,3,5,5,8,9,2,2,3,3,8,4,4,6,9,10,16,2,3,4,2,6,6,1,4,4,1,1,5,4,7,9,1,2,3,3,5,3,6,6,1,4,5,7,8,3,9,12,2,4,4,10,12,14,4,5,6,2,3,6,9,11,3,4,9,9,10,10,16,23,5,6,7,2,2,3,3,3,4,4,4,7,7,3,7,10,9,12,16,9,11,14,1,2,2,9,9,3,8,9,10,12,6
060770023002,3,10,20,9,10,14,18,20,9,13,20,7,7,7,7,14,15,20,23,12,13,15,8,11,12,17,19,2,7,11,15,15,5,6,7,10,16,7,7,15,16,17,21,1,4,6,6,16,17,5,6,14,8,10,12,7,10,14,5,6,6,7,7,6,12,14,7,10,12,14,17,8,14,15,6,7,9,15,19,19,6,11,14,7,7,12,13,18,5,10,11,14,15,16,21,30,5,10,12,2,4,6,7,7,7,8,8,8,9,10,13,18,14,17,21,14,20,24,11,11,12,13,15,6,13,15,15,17,11
060770023003,5,7,15,2,3,5,17,20,5,9,10,2,2,3,3,11,14,15,18,8,11,12,2,5,8,13,13,4,6,6,11,13,2,3,3,12,17,2,2,4,10,13,17,3,5,11,3,5,5,2,3,3,2,5,8,2,5,14,2,2,3,3,4,8,8,11,4,8,9,10,14,4,11,15,1,3,3,8,13,15,1,4,5,2,3,5,14,16,4,10,11,12,15,13,18,25,3,4,8,1,1,2,2,2,3,3,5,6,6,1,3,15,10,14,17,7,9,20,1,3,8,10,11,1,9,11,12,13,4
060770024011,2,13,14,4,6,7,18,19,9,13,18,2,4,4,8,17,12,17,20,12,15,15,2,6,16,20,20,2,7,9,14,18,4,16,16,17,19,4,4,5,14,17,21,3,3,13,4,4,6,3,6,6,4,7,13,2,4,18,2,3,6,7,8,11,11,11,5,7,8,16,19,8,15,23,4,5,17,13,19,25,3,5,18,4,6,11,13,19,8,10,11,11,13,17,22,27,3,12,13,3,4,4,4,4,5,8,9,14,17,16,17,18,13,14,17,10,21,25,4,7,11,12,14,3,13,14,16,22,8
060770024012,3,12,21,6,7,8,12,21,10,14,21,5,5,6,9,17,10,19,22,5,12,13,7,9,10,17,21,5,8,11,15,17,5,10,17,17,18,5,5,5,15,19,22,2,6,15,5,6,7,3,7,8,5,6,8,3,5,19,3,6,7,8,9,12,17,18,5,5,6,6,19,8,16,20,4,6,10,17,17,19,3,5,19,5,7,12,22,25,6,8,11,12,15,18,24,28,2,13,18,5,5,5,5,6,6,9,10,15,17,4,11,18,15,18,22,11,23,26,8,8,8,9,12,3,14,15,16,17,9
060770024013,5,5,21,8,9,10,15,23,12,16,16,7,10,12,18,20,11,21,24,14,14,18,2,9,12,24,24,3,10,17,19,19,5,12,13,19,20,7,9,17,17,21,24,5,5,17,7,20,21,5,10,19,8,8,16,5,8,21,9,9,10,12,21,6,14,14,3,7,7,8,8,11,18,26,4,7,12,19,20,22,18,21,21,8,15,23,24,27,5,15,17,18,21,20,26,30,5,7,14,7,8,8,8,8,9,12,16,18,18,4,20,21,17,20,23,14,25,28,9,10,12,14,17,6,15,17,19,19,11
060770024021,13,22,26,12,14,18,25,28,16,17,20,11,14,14,15,21,14,24,27,14,20,21,13,16,18,22,25,4,14,23,24,25,10,10,16,23,24,11,13,19,20,23,28,10,11,21,12,23,24,9,14,22,6,12,15,10,11,24,9,10,13,15,23,10,18,19,6,12,12,13,24,15,25,25,8,17,22,19,26,26,11,15,22,6,25,25,27,30,8,16,17,17,19,23,28,34,9,19,20,5,5,11,11,11,11,12,13,21,22,11,24,24,18,20,20,18,27,31,17,19,19,19,20,9,19,20,23,24,15
060770024022,18,21,23,8,9,13,20,24,12,15,15,7,9,9,11,17,13,20,23,14,16,16,9,12,14,19,22,5,10,12,17,18,7,7,12,18,20,6,6,15,16,19,24,6,6,17,9,19,20,5,9,17,2,8,15,7,7,19,9,9,10,11,19,5,14,17,2,8,9,10,10,10,12,17,4,6,21,18,20,21,9,9,21,9,10,14,21,21,4,14,14,16,18,19,24,29,4,9,14,1,2,4,6,7,7,8,9,12,17,6,20,21,13,16,21,13,23,27,10,10,13,16,17,5,15,17,18,19,11
060770025031,22,26,28,13,14,14,26,28,17,20,20,12,14,16,22,25,7,25,28,19,19,23,12,17,24,28,29,8,10,17,25,26,10,11,17,23,25,12,13,20,22,25,29,10,22,22,19,21,25,10,14,23,12,13,22,10,12,24,9,10,14,24,25,19,19,22,8,10,11,13,13,25,26,27,15,17,26,23,23,33,8,22,26,7,8,27,27,27,19,19,23,28,29,25,35,37,9,19,25,11,12,12,12,13,13,16,17,22,25,9,25,26,21,22,25,17,17,33,14,14,14,16,22,10,20,22,24,26,16
060770025032,10,10,19,13,14,14,26,32,16,20,20,12,14,16,22,25,7,25,28,19,22,23,11,16,24,29,30,8,10,15,23,24,10,17,23,24,27,12,13,20,21,25,28,9,9,22,19,21,24,9,14,23,12,13,28,10,12,30,9,10,14,24,25,19,19,22,10,11,12,13,27,14,25,30,15,17,26,23,25,32,8,22,26,7,27,27,27,31,6,9,19,19,29,25,35,37,9,19,25,11,12,12,12,13,13,16,17,21,25,9,17,26,21,25,27,16,17,33,14,14,16,19,22,10,20,22,24,26,15
060770025041,6,10,21,14,15,16,29,32,22,29,29,13,15,25,26,26,5,26,29,21,24,24,8,13,25,30,31,11,17,23,25,25,11,11,24,26,28,13,14,21,23,26,30,11,11,23,20,22,25,15,15,24,13,14,31,11,13,31,10,11,15,23,25,20,20,20,11,13,16,25,25,26,29,31,18,27,29,24,26,34,19,22,28,7,20,28,29,30,14,19,20,23,24,26,36,38,10,20,21,11,13,13,13,14,14,17,23,26,26,13,25,28,23,26,30,18,18,34,16,16,17,20,23,11,21,23,25,31,17
060770025042,9,22,31,16,17,29,34,35,24,25,33,25,28,29,29,32,5,29,32,22,23,26,15,20,27,31,44,12,21,22,27,29,13,20,20,32,32,15,17,23,25,29,32,13,13,25,22,24,26,18,18,27,26,29,33,13,15,33,13,13,17,28,29,22,23,29,13,17,24,27,28,25,26,29,24,30,34,27,29,36,30,30,36,9,22,31,31,42,14,21,23,27,29,34,38,40,13,23,26,14,14,15,16,16,16,20,21,29,29,12,23,25,25,28,29,20,20,36,15,18,20,22,23,13,24,25,27,35,19
060770028001,9,19,25,9,20,23,25,25,8,15,25,19,19,20,21,21,33,34,37,18,18,23,10,23,24,25,25,9,22,23,24,26,9,9,18,24,24,23,23,23,9,23,25,20,22,25,9,19,24,20,24,24,21,21,23,23,24,26,19,20,22,22,26,17,19,21,13,21,21,21,23,8,20,28,7,26,27,21,21,23,18,20,22,21,23,25,25,26,8,20,21,23,25,23,27,29,8,8,9,11,19,19,19,20,21,22,24,25,26,6,7,22,25,25,26,25,26,30,11,16,17,18,18,12,13,17,22,25,22
060770028002,8,10,12,17,18,19,23,24,6,8,25,8,17,17,18,19,24,29,32,14,14,17,16,18,20,23,24,11,17,19,21,22,16,16,17,18,21,16,18,20,18,21,22,12,15,16,18,21,24,14,19,22,18,19,20,16,19,21,14,16,18,20,21,17,18,19,11,17,17,18,19,23,26,28,17,21,23,21,22,24,14,18,24,14,22,23,25,28,10,14,18,20,24,21,26,33,17,17,24,14,14,14,15,16,17,18,18,18,19,9,17,18,18,23,24,23,25,29,8,10,11,16,17,8,11,15,18,21,20
060770031061,44,45,52,27,31,33,46,57,48,48,72,42,43,46,48,49,31,33,49,53,53,54,32,33,57,74,81,41,43,48,63,73,32,33,34,48,79,36,36,37,44,49,64,44,44,44,33,44,48,29,36,36,34,34,35,26,31,32,38,43,45,48,60,50,70,NA,45,45,45,56,56,35,35,35,32,33,74,27,27,77,36,44,54,31,33,34,51,75,29,44,65,72,74,29,47,50,35,35,35,46,46,46,47,50,52,52,53,58,58,45,45,64,45,49,64,43,47,52,50,51,52,55,59,30,33,46,46,59,44
060770031062,39,39,46,21,25,27,28,41,25,43,43,42,42,45,58,63,26,27,43,47,48,48,26,26,52,66,68,27,28,40,42,68,27,28,28,28,76,31,31,31,38,44,58,38,38,39,29,29,38,24,30,30,26,29,35,26,27,28,28,29,30,33,38,30,44,51,39,40,40,40,50,29,29,30,28,68,76,21,22,71,48,49,56,26,26,30,45,73,26,27,59,68,70,23,42,45,29,29,29,40,41,43,46,47,47,48,49,50,53,39,43,58,40,43,58,42,47,56,45,45,46,46,53,24,27,40,41,53,39
060770031063,37,37,44,19,24,26,27,39,41,41,65,35,35,36,38,40,24,25,42,45,46,46,24,24,26,50,66,26,27,36,61,66,25,26,28,41,71,29,29,29,37,42,57,36,36,37,37,37,40,22,28,28,27,27,28,21,24,26,36,38,41,53,53,43,49,NA,37,38,38,47,48,27,27,28,26,66,75,20,20,69,40,46,47,24,24,26,28,44,24,25,57,64,69,22,40,43,27,27,27,38,40,43,43,44,47,48,51,51,52,38,41,56,38,41,57,40,45,54,43,44,45,45,51,22,26,38,39,51,37
060770031081,44,44,51,26,30,33,46,56,30,47,47,47,48,50,62,68,31,32,48,52,53,53,31,33,57,73,80,45,47,47,62,72,31,32,32,33,78,36,36,36,43,48,63,43,43,44,35,43,59,28,35,35,31,34,40,31,32,32,33,34,35,38,43,35,49,56,44,44,44,45,55,34,34,34,32,73,73,26,27,76,53,54,61,30,31,35,47,50,32,43,64,73,75,28,47,50,34,34,34,45,49,51,52,52,53,53,55,58,58,44,47,63,45,48,63,47,52,60,50,50,51,52,58,29,32,45,46,58,44
060770031082,42,43,57,25,32,34,44,55,29,46,46,46,49,50,50,61,30,31,47,47,52,52,29,30,30,70,72,31,32,44,46,71,30,31,31,32,79,34,34,34,42,47,62,42,42,43,32,33,42,27,34,34,30,32,39,29,30,31,32,33,34,43,58,34,42,48,43,43,53,54,54,33,33,33,31,72,80,25,25,75,44,45,51,29,31,46,66,77,30,42,63,72,74,27,45,48,33,33,33,44,45,47,49,50,51,52,52,54,56,43,46,62,43,47,62,45,50,59,48,48,49,50,57,28,28,44,44,57,42
060770031083,42,43,57,24,32,33,44,54,29,46,46,45,49,49,61,66,29,30,47,47,51,51,29,29,69,72,79,31,32,33,44,71,30,31,31,31,79,34,34,34,42,47,62,41,41,42,33,36,76,27,34,34,30,32,39,29,30,31,31,32,34,58,58,34,48,NA,42,43,43,53,53,32,32,33,31,71,80,25,25,74,44,45,51,29,31,46,66,76,30,42,62,71,74,27,45,48,32,32,32,43,44,48,48,50,50,52,53,56,56,42,46,62,43,46,62,45,50,59,48,48,49,50,56,27,27,43,44,56,42
060770031091,40,47,54,21,26,31,42,52,27,44,44,43,46,47,47,59,21,27,28,48,49,55,27,67,69,72,77,29,30,44,66,69,28,29,29,29,74,32,32,32,40,45,60,39,39,40,30,34,74,25,32,32,30,30,37,28,29,40,30,31,44,56,56,26,31,46,40,41,41,41,51,30,30,31,27,29,78,21,23,72,31,40,42,27,29,43,43,74,26,28,40,69,72,24,43,46,30,30,30,41,42,43,43,46,49,49,51,54,55,40,44,60,41,44,60,43,48,57,46,46,46,48,50,25,25,29,41,54,40
060770031092,33,36,39,15,21,26,37,47,21,39,39,35,41,42,42,54,15,21,22,40,43,50,21,39,47,64,72,23,23,25,31,63,22,23,23,25,69,26,26,26,34,37,55,33,33,34,23,24,32,19,23,23,22,25,29,22,24,35,23,26,36,51,51,21,25,41,34,35,35,35,36,24,24,25,21,63,73,16,17,66,24,43,52,23,23,25,38,70,20,22,32,55,63,18,38,38,24,24,24,35,36,36,37,40,40,41,44,48,48,33,34,51,35,36,55,37,43,51,40,40,43,43,49,19,19,23,33,49,34
